# SETTINGS
cell_size,16
background_color,black
theme,underground
# TILEMAP
5,0,0,0,5,5,5,5,5,5,5,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,5,5,5,5,5,5,5,0,0,0,0,0,0
5,0,0,0,5,5,5,5,5,5,5,0,0,0,0,0,0
5,0,0,0,5,5,5,5,5,5,5,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
# OBJECTS
type,x,y,extra
mario,48,160
coin,64,112
coin,80,112
coin,96,112
coin,112,112
coin,128,112
coin,144,112
coin,160,112
coin,64,80
coin,80,80
coin,96,80
coin,112,80
coin,128,80
coin,144,80
coin,160,80
coin,80,48
coin,96,48
coin,112,48
coin,128,48
coin,144,48
pipe,208,144,enter_direction=left,is_solid=true,dest_map=level_2_1
pipe,240,-144,is_solid=true
