# SETTINGS
cell_size,16
theme,underground
# TILEMAP
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1,0,0,0,4,4,4,4,4,4,4,4,0,1,1,0,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,4,4,4,4,4,4,4,4,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
# OBJECTS
type,x,y,extra
pipe,240,0,dest_map=hidden,enter_direction=up
coin,64,96
coin,80,96
coin,96,96
coin,112,96
coin,128,96
coin,144,96
coin,160,96
coin,176,96
pipe,208,144,is_solid=true
coin,48,160
coin,64,160
coin,80,160
coin,96,160
coin,112,160
coin,128,160
coin,144,160
coin,160,160
coin,176,160
